"row_id","participant_id","analysis_weight","T","Y","M","C"
"75","px_535369b734b7cb64","0.00806451612903226","1","2","2","quality_high"
"76","px_535369b734b7cb64","0.00806451612903226","2","2","2","quality_high"
"77","px_535369b734b7cb64","0.00806451612903226","2","1","2","quality_high"
"78","px_535369b734b7cb64","0.00806451612903226","1","1","2","quality_high"
"79","px_535369b734b7cb64","0.00806451612903226","1","2","2","quality_high"
"80","px_535369b734b7cb64","0.00806451612903226","2","1","2","quality_high"
"81","px_535369b734b7cb64","0.00806451612903226","1","1","2","quality_low"
"82","px_535369b734b7cb64","0.00806451612903226","1","2","2","quality_low"
"83","px_535369b734b7cb64","0.00806451612903226","2","1","2","quality_high"
"84","px_535369b734b7cb64","0.00806451612903226","1","2","2","quality_high"
"85","px_535369b734b7cb64","0.00806451612903226","2","2","1","quality_low"
"86","px_535369b734b7cb64","0.00806451612903226","2","1","1","quality_low"
"87","px_535369b734b7cb64","0.00806451612903226","1","1","1","quality_low"
"88","px_535369b734b7cb64","0.00806451612903226","1","2","2","quality_low"
"89","px_535369b734b7cb64","0.00806451612903226","2","3","2","quality_low"
"90","px_535369b734b7cb64","0.00806451612903226","3","2","1","quality_low"
"91","px_535369b734b7cb64","0.00806451612903226","2","2","2","quality_low"
"92","px_535369b734b7cb64","0.00806451612903226","2","1","2","quality_high"
"93","px_535369b734b7cb64","0.00806451612903226","1","1","1","quality_low"
"94","px_535369b734b7cb64","0.00806451612903226","1","1","2","quality_low"
"95","px_535369b734b7cb64","0.00806451612903226","1","1","1","quality_low"
"96","px_535369b734b7cb64","0.00806451612903226","1","2","1","quality_low"
"97","px_535369b734b7cb64","0.00806451612903226","2","2","2","quality_low"
"98","px_535369b734b7cb64","0.00806451612903226","2","1","2","quality_low"
"99","px_535369b734b7cb64","0.00806451612903226","1","1","1","quality_low"
"100","px_535369b734b7cb64","0.00806451612903226","1","1","1","quality_high"
"101","px_535369b734b7cb64","0.00806451612903226","1","2","1","quality_low"
"102","px_535369b734b7cb64","0.00806451612903226","2","1","1","quality_low"
"103","px_535369b734b7cb64","0.00806451612903226","1","2","2","quality_low"
"104","px_535369b734b7cb64","0.00806451612903226","2","2","2","quality_low"
"105","px_535369b734b7cb64","0.00806451612903226","2","2","1","quality_low"
"106","px_535369b734b7cb64","0.00806451612903226","2","2","1","quality_low"
"107","px_535369b734b7cb64","0.00806451612903226","2","2","2","quality_high"
"108","px_535369b734b7cb64","0.00806451612903226","2","2","3","quality_low"
"109","px_535369b734b7cb64","0.00806451612903226","2","1","2","quality_high"
"110","px_535369b734b7cb64","0.00806451612903226","1","1","2","quality_high"
"111","px_535369b734b7cb64","0.00806451612903226","1","1","2","quality_high"
"112","px_535369b734b7cb64","0.00806451612903226","1","1","1","quality_low"
"113","px_535369b734b7cb64","0.00806451612903226","1","2","1","quality_high"
