alpha,eta,true_delta,delta_max,witness_bits,true_gamma_bits,true_lower_bits,true_upper_bits
0.05,0.1,0.1,0.8406951883016387,0.00833748713995424,0.09990320932867847,0.0140394200257975,0.706906977810749
