seed,audio,visual,fused
11,0.001490984559484267,-0.0016503466908143504,0.0005618126476351752
23,0.002874124034646949,0.0013666159560714692,0.0028014302343354314
37,0.0018980077513948703,0.0013325127010669928,0.001738863549952484
53,0.0006928876350992491,0.0009590101355323043,0.0009733706129652911
71,0.0002427916634116449,-0.00011856180157613356,-0.0002664737938133766
89,0.0005939412358852732,-0.0005600169828079811,0.0006846525834433454
107,0.0011718216676324695,0.002539230241284628,0.004830492469199387
131,0.0011173738169649083,-0.0012312121046112537,-0.0004297059670438799
