"alpha","eta","delta","compatible","minimum_canonical_coordinate","bootstrap_compatibility_fraction","minimum_coordinate_ci_lower","minimum_coordinate_ci_upper","compatibility_inference","design_id"
0.05,0.02,0.05,FALSE,-0.0111634126597596,0,-0.0144185406276273,-0.00819301606261114,"rejected","C1_M2_T4"
0,0.05,0.05,FALSE,-0.0125134262973775,0,-0.0156248228684627,-0.00965754152692843,"rejected","C1_M2_T4"
0.0025,0.05,0.05,FALSE,-0.0125361579307503,0,-0.0156548427555038,-0.00967418714654154,"rejected","C1_M2_T4"
0.005,0.05,0.05,FALSE,-0.0125591191765814,0,-0.0156851658737272,-0.00969100090372651,"rejected","C1_M2_T4"
0.01,0.05,0.05,FALSE,-0.0126057445635241,0,-0.0157467080625776,-0.00972514312494905,"rejected","C1_M2_T4"
0.02,0.05,0.05,FALSE,-0.0127019094240935,0,-0.0158764095229825,-0.00979356471320414,"rejected","C1_M2_T4"
0.05,0.05,0.05,FALSE,-0.0130160479686201,0,-0.0162857147198711,-0.0100061084723239,"rejected","C1_M2_T4"
0,0,0,TRUE,0.000217191728140652,1,-2.48214079297373e-05,0.000434383456281305,"indeterminate","age2_M2_T4"
0.0025,0,0,TRUE,0.000180835312369205,0.74,-6.30267576629193e-05,0.00040649435273701,"indeterminate","age2_M2_T4"
0.005,0,0,TRUE,0.000144111660074814,0.686,-9.51627686631788e-05,0.000452065108965554,"indeterminate","age2_M2_T4"
0.01,0,0,FALSE,-1.48613936754605e-05,0.266,-0.000305889637036516,0.000830289356987928,"indeterminate","age2_M2_T4"
0.02,0,0,FALSE,-0.0015068988182915,0,-0.00220375511719988,-0.00030309133390487,"rejected","age2_M2_T4"
0.05,0,0,FALSE,-0.010861301670213,0,-0.0129927716827388,-0.00904914207773943,"rejected","age2_M2_T4"
0,0.0025,0,TRUE,0.000213516758622138,0.751,-2.81424984926072e-05,0.000433107038084262,"indeterminate","age2_M2_T4"
0.0025,0.0025,0,TRUE,0.000177525070498646,0.739,-6.64285048000382e-05,0.000403522616151022,"indeterminate","age2_M2_T4"
0.005,0.0025,0,TRUE,0.000141169829969865,0.686,-9.84768749509677e-05,0.000450185580186773,"indeterminate","age2_M2_T4"
0.01,0.0025,0,FALSE,-1.78436065995481e-05,0.266,-0.000307225493597733,0.000828502710440842,"indeterminate","age2_M2_T4"
0.02,0.0025,0,FALSE,-0.00151241790814807,0,-0.00220987619016459,-0.00030560340563098,"rejected","age2_M2_T4"
0.05,0.0025,0,FALSE,-0.0108764427956213,0,-0.0130150078573747,-0.00906388120286538,"rejected","age2_M2_T4"
0,0.005,0,TRUE,0.000209804668199397,0.751,-3.11213284664317e-05,0.000431817726774118,"indeterminate","age2_M2_T4"
0.0025,0.005,0,TRUE,0.000174181391841515,0.739,-6.92283100432229e-05,0.000401722250801733,"indeterminate","age2_M2_T4"
0.005,0.005,0,TRUE,0.000138198284409311,0.685,-0.000101278998321438,0.000448287066268812,"indeterminate","age2_M2_T4"
0.01,0.005,0,FALSE,-2.08559428865054e-05,0.266,-0.000309615883451932,0.000825800474846067,"indeterminate","age2_M2_T4"
0.02,0.005,0,FALSE,-0.00151799274638702,0,-0.00221831761417636,-0.00030814289023416,"rejected","age2_M2_T4"
0.05,0.005,0,FALSE,-0.0108917368616902,0,-0.0130374686398352,-0.00907388891101561,"rejected","age2_M2_T4"
0,0.01,0,TRUE,0.00020226685193281,0.731,-3.66970163303736e-05,0.000432588581316869,"indeterminate","age2_M2_T4"
0.0025,0.01,0,TRUE,0.000167391677017342,0.717,-7.49533151861431e-05,0.000429030082043599,"indeterminate","age2_M2_T4"
0.005,0.01,0,TRUE,0.000132164227607779,0.66,-0.000105614234814942,0.000507815248752068,"indeterminate","age2_M2_T4"
0.01,0.01,0,FALSE,-2.69728298365512e-05,0.245,-0.000267367313521119,0.00082031328215872,"indeterminate","age2_M2_T4"
0.02,0.01,0,FALSE,-0.00152931308117837,0,-0.00223779648794837,-0.00031329959876511,"rejected","age2_M2_T4"
0.05,0.01,0,FALSE,-0.0109227931795241,0,-0.0130828086752313,-0.00908896524932629,"rejected","age2_M2_T4"
0,0.02,0,TRUE,0.000186720105882975,0.522,0.000160573725818825,0.00140383992002083,"certified_compatible","age2_M2_T4"
0.0025,0.02,0,TRUE,0.000153387890192485,0.509,0.000128957765690232,0.00137573250446675,"certified_compatible","age2_M2_T4"
0.005,0.02,0,TRUE,0.000119718985454617,0.451,9.50526144349204e-05,0.00134734117562425,"certified_compatible","age2_M2_T4"
0.01,0.02,0,FALSE,-3.95889091710207e-05,0.176,-0.000146087766689604,0.00115688241080665,"indeterminate","age2_M2_T4"
0.02,0.02,0,FALSE,-0.00155266127168553,0,-0.00225450901386561,-0.000323637716430586,"rejected","age2_M2_T4"
0.05,0.02,0,FALSE,-0.0109868468350566,0,-0.0131758475906048,-0.00912915463687311,"rejected","age2_M2_T4"
0,0.05,0,FALSE,-0.00254206882182409,0,-0.00476848378403296,-0.000408625750337027,"rejected","age2_M2_T4"
0.0025,0.05,0,FALSE,-0.00258042867557563,0,-0.00481680825094808,-0.000446719827467528,"rejected","age2_M2_T4"
0.005,0.05,0,FALSE,-0.00261917600259739,0,-0.00486550041568213,-0.000484685611347181,"rejected","age2_M2_T4"
0.01,0.05,0,FALSE,-0.00269785679930484,0,-0.00487425095038229,-0.000555077233030611,"rejected","age2_M2_T4"
0.02,0.05,0,FALSE,-0.00286013594251396,0,-0.00438163230354339,-0.000724038313255568,"rejected","age2_M2_T4"
0.05,0.05,0,FALSE,-0.0111960887764625,0,-0.0134634334682169,-0.00930195701268098,"rejected","age2_M2_T4"
0,0,0.0025,TRUE,0.000175557500289974,0.75,-6.65633883178984e-05,0.00039686661740501,"indeterminate","age2_M2_T4"
0.0025,0,0.0025,TRUE,0.000141189055997244,0.74,-0.000104520576634703,0.000369730534285085,"indeterminate","age2_M2_T4"
0.005,0,0.0025,TRUE,0.000106473455701558,0.684,-0.0001376088607479,0.000394850285406149,"indeterminate","age2_M2_T4"
0.01,0,0.0025,FALSE,-2.48363571945397e-05,0.257,-0.000295676078962238,0.000829181403542072,"indeterminate","age2_M2_T4"
0.02,0,0.0025,FALSE,-0.00151652222236243,0,-0.00221811608318909,-0.000302797684200278,"rejected","age2_M2_T4"
0.05,0,0.0025,FALSE,-0.0109150333531322,0,-0.0130653472819938,-0.00908764604897645,"rejected","age2_M2_T4"
0,0.0025,0.0025,TRUE,0.000171797174951415,0.75,-7.16600643832768e-05,0.000394182677641974,"indeterminate","age2_M2_T4"
0.0025,0.0025,0.0025,TRUE,0.000137793900147496,0.739,-0.000109515310653603,0.000366614570845425,"indeterminate","age2_M2_T4"
0.005,0.0025,0.0025,TRUE,0.000103447157921316,0.683,-0.000140225945633343,0.000392781975664467,"indeterminate","age2_M2_T4"
0.01,0.0025,0.0025,FALSE,-2.77872909517378e-05,0.254,-0.000301153565470457,0.000828942978136428,"indeterminate","age2_M2_T4"
0.02,0.0025,0.0025,FALSE,-0.0015220219418071,0,-0.00222444791761866,-0.000305264834564882,"rejected","age2_M2_T4"
0.05,0.0025,0.0025,FALSE,-0.0109302074939427,0,-0.0130876680343176,-0.00910240886088665,"rejected","age2_M2_T4"
0,0.005,0.0025,TRUE,0.000167998866528627,0.75,-7.47101718263484e-05,0.000392188705874553,"indeterminate","age2_M2_T4"
0.0025,0.005,0.0025,TRUE,0.000134364449794216,0.739,-0.000112886639523801,0.000364517920137996,"indeterminate","age2_M2_T4"
0.005,0.005,0.0025,TRUE,0.000100390291476628,0.682,-0.000142828578243024,0.000390692773905193,"indeterminate","age2_M2_T4"
0.01,0.005,0.0025,FALSE,-3.07680321206248e-05,0.251,-0.000302176541991819,0.000828702144393354,"indeterminate","age2_M2_T4"
0.02,0.005,0.0025,FALSE,-0.00152757721397344,0,-0.00223084370997176,-0.000307756905640241,"rejected","age2_M2_T4"
0.05,0.005,0.0025,FALSE,-0.0109455349089029,0,-0.0131102142487861,-0.0091154181226665,"rejected","age2_M2_T4"
0,0.01,0.0025,TRUE,0.000160285974935417,0.728,-8.05428878480658e-05,0.00039341245928995,"indeterminate","age2_M2_T4"
0.0025,0.01,0.0025,TRUE,0.000127400565913574,0.712,-0.000114986230695589,0.00038354889009135,"indeterminate","age2_M2_T4"
0.005,0.01,0.0025,TRUE,9.41829810430253e-05,0.649,-0.00014466704175892,0.000463492639643467,"indeterminate","age2_M2_T4"
0.01,0.01,0.0025,FALSE,-3.68207616370382e-05,0.224,-0.000238832634956836,0.000823509659520932,"indeterminate","age2_M2_T4"
0.02,0.01,0.0025,FALSE,-0.00153885781765815,0,-0.00224454287840996,-0.000313221845064859,"rejected","age2_M2_T4"
0.05,0.01,0.0025,FALSE,-0.0109766589454037,0,-0.0131557434867718,-0.00913043465595747,"rejected","age2_M2_T4"
0,0.02,0.0025,TRUE,0.00014437813602442,0.511,0.000117460224110329,0.00137582052590843,"certified_compatible","age2_M2_T4"
0.0025,0.02,0.0025,TRUE,0.00011303755540975,0.502,8.58393792202174e-05,0.00135106013831869,"certified_compatible","age2_M2_T4"
0.005,0.02,0.0025,TRUE,8.13804032737205e-05,0.443,5.4016358646264e-05,0.00132604964580379,"certified_compatible","age2_M2_T4"
0.01,0.02,0.0025,FALSE,-4.93045162646409e-05,0.132,-0.000131679352826876,0.00118792968456122,"indeterminate","age2_M2_T4"
0.02,0.02,0.0025,FALSE,-0.00156212406275786,0,-0.00227061754366759,-0.000324547490223943,"rejected","age2_M2_T4"
0.05,0.02,0.0025,FALSE,-0.0110408522706865,0,-0.0132491333751836,-0.00917261305931824,"rejected","age2_M2_T4"
0,0.05,0.0025,FALSE,-0.00259981475718897,0,-0.00483430095785092,-0.00044912356857028,"rejected","age2_M2_T4"
0.0025,0.05,0.0025,FALSE,-0.00263757324949929,0,-0.00488215897757089,-0.000488600825685157,"rejected","age2_M2_T4"
0.005,0.05,0.0025,FALSE,-0.00267571314072184,0,-0.00493050041163147,-0.000527482551737616,"rejected","age2_M2_T4"
0.01,0.05,0.0025,FALSE,-0.00275316047085743,0,-0.00494300811477011,-0.000598215461241693,"rejected","age2_M2_T4"
0.02,0.05,0.0025,FALSE,-0.00291289558926207,0,-0.00445381142843405,-0.000765117487210029,"rejected","age2_M2_T4"
0.05,0.05,0.0025,FALSE,-0.0112505504666104,0,-0.0135358860441942,-0.00934569642539447,"rejected","age2_M2_T4"
0,0,0.005,TRUE,0.000133073594319894,0.749,-0.00011158020749116,0.000359245645079517,"indeterminate","age2_M2_T4"
0.0025,0,0.005,TRUE,0.000100733692352387,0.738,-0.000145956953980247,0.000334002736731741,"indeterminate","age2_M2_T4"
0.005,0,0.005,TRUE,6.80671247084399e-05,0.682,-0.000178331949274183,0.00034824945541791,"indeterminate","age2_M2_T4"
0.01,0,0.005,FALSE,-3.50148913976818e-05,0.177,-0.000283398360578564,0.000828022076901919,"indeterminate","age2_M2_T4"
0.02,0,0.005,FALSE,-0.0015263420224348,0,-0.00223583456786591,-0.000302500100859917,"rejected","age2_M2_T4"
0.05,0,0.005,FALSE,-0.0109698616010089,0,-0.0131394040159274,-0.00912726348539453,"rejected","age2_M2_T4"
0,0.0025,0.005,TRUE,0.000129226171205778,0.749,-0.000115888611656217,0.000356374554948121,"indeterminate","age2_M2_T4"
0.0025,0.0025,0.005,TRUE,9.72518895850989e-05,0.737,-0.000150117253193094,0.000331435901573895,"indeterminate","age2_M2_T4"
0.005,0.0025,0.005,TRUE,6.49546354227968e-05,0.68,-0.000182573472524228,0.000347957481473554,"indeterminate","age2_M2_T4"
0.01,0.0025,0.005,FALSE,-3.79339076376457e-05,0.166,-0.000289083845058744,0.000827873723692498,"indeterminate","age2_M2_T4"
0.02,0.0025,0.005,FALSE,-0.00153182197615306,0,-0.00224217085075148,-0.000304919353885192,"rejected","age2_M2_T4"
0.05,0.0025,0.005,FALSE,-0.0109850694310055,0,-0.0131618110720144,-0.00914172279764304,"rejected","age2_M2_T4"
0,0.005,0.005,TRUE,0.000125339885231924,0.749,-0.000120240535055264,0.000353146948048599,"indeterminate","age2_M2_T4"
0.0025,0.005,0.005,TRUE,9.37349170928892e-05,0.737,-0.000153615840148545,0.000328759143506698,"indeterminate","age2_M2_T4"
0.005,0.005,0.005,TRUE,6.18107068514401e-05,0.679,-0.000186052481340357,0.000346847486320773,"indeterminate","age2_M2_T4"
0.01,0.005,0.005,FALSE,-4.08824088901345e-05,0.154,-0.000289057775515161,0.000827694819542088,"indeterminate","age2_M2_T4"
0.02,0.005,0.005,FALSE,-0.00153735728293917,0,-0.00224857113649447,-0.000307363043809711,"rejected","age2_M2_T4"
0.05,0.005,0.005,FALSE,-0.0110004308754465,0,-0.0131844444620012,-0.00915665914319678,"rejected","age2_M2_T4"
0,0.01,0.005,TRUE,0.00011744834534624,0.722,-0.000125866225057418,0.000357202835772217,"indeterminate","age2_M2_T4"
0.0025,0.01,0.005,TRUE,8.65933096852387e-05,0.704,-0.000157495622289887,0.000346255136449499,"indeterminate","age2_M2_T4"
0.005,0.01,0.005,TRUE,5.54266069973588e-05,0.632,-0.000182834907564398,0.000423495835415232,"indeterminate","age2_M2_T4"
0.01,0.01,0.005,FALSE,-4.68696716375352e-05,0.107,-0.000221789627502112,0.000826771269074209,"indeterminate","age2_M2_T4"
0.02,0.01,0.005,FALSE,-0.00154859734467833,0,-0.00226156763509504,-0.000316020304263451,"rejected","age2_M2_T4"
0.05,0.01,0.005,FALSE,-0.0110316240126277,0,-0.013230166763854,-0.00917276509809528,"rejected","age2_M2_T4"
0,0.02,0.005,TRUE,0.000101172044332017,0.504,7.15149717151472e-05,0.00134722930742639,"certified_compatible","age2_M2_T4"
0.0025,0.02,0.005,TRUE,7.18637444069596e-05,0.489,4.13896197785543e-05,0.00132588425449413,"certified_compatible","age2_M2_T4"
0.005,0.02,0.005,TRUE,4.22594010483159e-05,0.428,1.15209900633436e-05,0.00130432359496659,"certified_compatible","age2_M2_T4"
0.01,0.02,0.005,FALSE,-5.92184010540493e-05,0.027,-0.000119002503183095,0.00121848340483707,"indeterminate","age2_M2_T4"
0.02,0.02,0.005,FALSE,-0.00157177997201533,0,-0.00228837291345872,-0.000328152566876682,"rejected","age2_M2_T4"
0.05,0.02,0.005,FALSE,-0.011095959858064,0,-0.0133239147880191,-0.00921696415775302,"rejected","age2_M2_T4"
0,0.05,0.005,FALSE,-0.00265873918103068,0,-0.00490146133929781,-0.000491812060238421,"rejected","age2_M2_T4"
0.0025,0.05,0.005,FALSE,-0.00269588403921732,0,-0.00494884339249213,-0.000528231657619541,"rejected","age2_M2_T4"
0.005,0.05,0.005,FALSE,-0.00273340409799169,0,-0.00499670405228437,-0.000567481555147211,"rejected","age2_M2_T4"
0.01,0.05,0.005,FALSE,-0.00280959278876823,0,-0.00501857699407696,-0.000642754895846517,"rejected","age2_M2_T4"
0.02,0.05,0.005,FALSE,-0.00296673196349484,0,-0.00453328384049683,-0.000805393257327678,"rejected","age2_M2_T4"
0.05,0.05,0.005,FALSE,-0.0113061236198225,0,-0.013609817244171,-0.00939032847918373,"rejected","age2_M2_T4"
0,0,0.01,TRUE,4.54505382566037e-05,0.705,-0.000203533254829929,0.000471660009519282,"indeterminate","age2_M2_T4"
0.0025,0,0.01,TRUE,1.72945048348675e-05,0.629,-0.00023562181664815,0.000430795009637802,"indeterminate","age2_M2_T4"
0.005,0,0.01,FALSE,-1.1145932964866e-05,0.321,-0.000264098981209571,0.000542527289224593,"indeterminate","age2_M2_T4"
0.01,0,0.01,FALSE,-6.88974342112637e-05,0.057,-0.000276677379901008,0.000830326070454356,"indeterminate","age2_M2_T4"
0.02,0,0.01,FALSE,-0.00154659536008407,0,-0.00224722433532708,-0.000301886335220425,"rejected","age2_M2_T4"
0.05,0,0.01,FALSE,-0.0110829448622546,0,-0.0132921460296656,-0.00921304661452629,"rejected","age2_M2_T4"
0,0.0025,0.01,TRUE,4.14234759804025e-05,0.705,-0.000209564442702282,0.000467880581091595,"indeterminate","age2_M2_T4"
0.0025,0.0025,0.01,TRUE,1.36339928001543e-05,0.597,-0.000241213743053094,0.000427769467531562,"indeterminate","age2_M2_T4"
0.005,0.0025,0.01,FALSE,-1.44361922303995e-05,0.293,-0.000267715039298159,0.000541815247444953,"indeterminate","age2_M2_T4"
0.01,0.0025,0.01,FALSE,-7.14358536699934e-05,0.057,-0.000279689252995379,0.000832085658250833,"indeterminate","age2_M2_T4"
0.02,0.0025,0.01,FALSE,-0.00155203454699159,0,-0.00225545880620406,-0.000306085825968054,"rejected","age2_M2_T4"
0.05,0.0025,0.01,FALSE,-0.0110982221761974,0,-0.0133147310872641,-0.00922288181918074,"rejected","age2_M2_T4"
0,0.005,0.01,TRUE,3.7355736307472e-05,0.702,-0.00021454331715803,0.000464062976619184,"indeterminate","age2_M2_T4"
0.0025,0.005,0.01,TRUE,9.93650589640357e-06,0.562,-0.000244596242411375,0.000424713364393947,"indeterminate","age2_M2_T4"
0.005,0.005,0.01,FALSE,-1.77596864380091e-05,0.274,-0.000270402119784335,0.000540497911542062,"indeterminate","age2_M2_T4"
0.01,0.005,0.01,FALSE,-7.39999137293163e-05,0.055,-0.000282054840007196,0.000835300032283967,"indeterminate","age2_M2_T4"
0.02,0.005,0.01,FALSE,-0.001557528675181,0,-0.0022642440885292,-0.000311268376265914,"rejected","age2_M2_T4"
0.05,0.005,0.01,FALSE,-0.0111136538064426,0,-0.0133375442767575,-0.00923779449231518,"rejected","age2_M2_T4"
0,0.01,0.01,TRUE,2.90957343185622e-05,0.645,-0.000216355248124183,0.000535433512588559,"indeterminate","age2_M2_T4"
0.0025,0.01,0.01,TRUE,2.42834371429745e-06,0.439,-0.000248678313441119,0.000521622118984783,"indeterminate","age2_M2_T4"
0.005,0.01,0.01,FALSE,-2.45084144718285e-05,0.192,-0.000267017084467554,0.000531354759952986,"indeterminate","age2_M2_T4"
0.01,0.01,0.01,FALSE,-7.92065254824313e-05,0.035,-0.000226056898777702,0.000841827179555331,"indeterminate","age2_M2_T4"
0.02,0.01,0.01,FALSE,-0.00156868511915745,0,-0.00228208359039353,-0.00032179212636055,"rejected","age2_M2_T4"
0.05,0.01,0.01,FALSE,-0.0111449894637773,0,-0.0133836647728359,-0.00926014032279206,"rejected","age2_M2_T4"
0,0.02,0.01,TRUE,1.20594802164355e-05,0.357,-2.62630174956546e-05,0.00132872715808252,"indeterminate","age2_M2_T4"
0.0025,0.02,0.01,FALSE,-1.30572407862964e-05,0.129,-5.16904663784662e-05,0.0013191161373111,"indeterminate","age2_M2_T4"
0.005,0.02,0.01,FALSE,-3.84276660415812e-05,0.024,-7.57614883855353e-05,0.0012973620637352,"indeterminate","age2_M2_T4"
0.01,0.02,0.01,FALSE,-8.99451622232309e-05,0,-0.000114402057658504,0.00126944300904843,"indeterminate","age2_M2_T4"
0.02,0.02,0.01,FALSE,-0.00159169528485887,0,-0.00230563898543691,-0.000335588037472956,"rejected","age2_M2_T4"
0.05,0.02,0.01,FALSE,-0.0112096192570301,0,-0.0134781514519924,-0.00930848607914162,"rejected","age2_M2_T4"
0,0.05,0.01,FALSE,-0.00278027080520421,0,-0.00506955547362092,-0.000590811107367628,"rejected","age2_M2_T4"
0.0025,0.05,0.01,FALSE,-0.00281615004301073,0,-0.0050996422244424,-0.000621236284609907,"rejected","age2_M2_T4"
0.005,0.05,0.01,FALSE,-0.00285239169736075,0,-0.00513324906113097,-0.000651793807015793,"rejected","age2_M2_T4"
0.01,0.05,0.01,FALSE,-0.00292598444445925,0,-0.00518845666097482,-0.000726242651577774,"rejected","age2_M2_T4"
0.02,0.05,0.01,FALSE,-0.00307776948534992,0,-0.0046904025895289,-0.000885966367950618,"rejected","age2_M2_T4"
0.05,0.05,0.01,FALSE,-0.0114207432483226,0,-0.0137623003441232,-0.0094823820901241,"rejected","age2_M2_T4"
0,0,0.02,FALSE,-0.00156209589241753,0.023,-0.00305864033998009,0.00228835715748164,"indeterminate","age2_M2_T4"
0.0025,0,0.02,FALSE,-0.00156533459190553,0.023,-0.00305215523359033,0.00229547864172153,"indeterminate","age2_M2_T4"
0.005,0,0.02,FALSE,-0.00156860600552977,0.018,-0.00302708124961583,0.00230438432230991,"indeterminate","age2_M2_T4"
0.01,0,0.02,FALSE,-0.00157524897809329,0.004,-0.00292951055928324,0.002317638875906,"indeterminate","age2_M2_T4"
0.02,0,0.02,FALSE,-0.001589743775076,0,-0.00196954607747515,0.0023472620865212,"indeterminate","age2_M2_T4"
0.05,0,0.02,FALSE,-0.0113238613753433,0,-0.013617552928499,-0.00939839834555164,"rejected","age2_M2_T4"
0,0.0025,0.02,FALSE,-0.00157298963603578,0.022,-0.00307454874213606,0.00229114470786957,"indeterminate","age2_M2_T4"
0.0025,0.0025,0.02,FALSE,-0.00157624170969285,0.021,-0.00306850805711023,0.00229828817470955,"indeterminate","age2_M2_T4"
0.005,0.0025,0.02,FALSE,-0.00157952663257878,0.017,-0.00304394976946841,0.00230508446873656,"indeterminate","age2_M2_T4"
0.01,0.0025,0.02,FALSE,-0.0015861970372145,0.004,-0.00294677779361033,0.00231948992022573,"indeterminate","age2_M2_T4"
0.02,0.0025,0.02,FALSE,-0.00159995474677566,0,-0.00197962303182974,0.00235183952605341,"indeterminate","age2_M2_T4"
0.05,0.0025,0.02,FALSE,-0.0113392867203018,0,-0.0136405172067091,-0.00941107001006872,"rejected","age2_M2_T4"
0,0.005,0.02,FALSE,-0.00158399341746835,0.02,-0.0030906178352229,0.00229396041533212,"indeterminate","age2_M2_T4"
0.0025,0.005,0.02,FALSE,-0.00158725900038711,0.02,-0.00308502606066569,0.00229967537168808,"indeterminate","age2_M2_T4"
0.005,0.005,0.02,FALSE,-0.00159055756899192,0.015,-0.0030609886784104,0.00229948087635941,"indeterminate","age2_M2_T4"
0.01,0.005,0.02,FALSE,-0.00159725568279147,0.004,-0.00296523715722483,0.00231462541676196,"indeterminate","age2_M2_T4"
0.02,0.005,0.02,FALSE,-0.00161107054250306,0,-0.00198884036357575,0.00235485983654967,"indeterminate","age2_M2_T4"
0.05,0.005,0.02,FALSE,-0.0113548678768256,0,-0.0136637134473253,-0.00942386967119708,"rejected","age2_M2_T4"
0,0.01,0.02,FALSE,-0.00160633783078552,0.013,-0.00310722093075032,0.00228852678002915,"indeterminate","age2_M2_T4"
0.0025,0.01,0.02,FALSE,-0.00160963084577648,0.013,-0.00308980770137058,0.00228831553344798,"indeterminate","age2_M2_T4"
0.005,0.01,0.02,FALSE,-0.00161295712354512,0.01,-0.00307621144652382,0.00228810215306296,"indeterminate","age2_M2_T4"
0.01,0.01,0.02,FALSE,-0.00161971150391207,0.003,-0.00300308642570004,0.00230604266392476,"indeterminate","age2_M2_T4"
0.02,0.01,0.02,FALSE,-0.00163364241341888,0,-0.00201956158422192,0.00235134110441597,"indeterminate","age2_M2_T4"
0.05,0.01,0.02,FALSE,-0.0113865071640524,0,-0.0137106822702321,-0.0094462169555781,"rejected","age2_M2_T4"
0,0.02,0.02,FALSE,-0.00165242318325219,0,-0.00312745056950271,0.00228074333158379,"indeterminate","age2_M2_T4"
0.0025,0.02,0.02,FALSE,-0.00165577277689206,0,-0.00312564922002756,0.0022915002658816,"indeterminate","age2_M2_T4"
0.005,0.02,0.02,FALSE,-0.00165915620481112,0,-0.00311850315166582,0.00230236121641449,"indeterminate","age2_M2_T4"
0.01,0.02,0.02,FALSE,-0.00166602663497329,0,-0.00305409283436904,0.00231476907465096,"indeterminate","age2_M2_T4"
0.02,0.02,0.02,FALSE,-0.00168019689718278,0,-0.00208049500365575,0.00232475539193777,"indeterminate","age2_M2_T4"
0.05,0.02,0.02,FALSE,-0.0114517631939578,0,-0.0137944795860654,-0.00950346756383907,"rejected","age2_M2_T4"
0,0.05,0.02,FALSE,-0.00303918600453043,0,-0.00482016573070291,-0.000249191560472035,"rejected","age2_M2_T4"
0.0025,0.05,0.02,FALSE,-0.00307236892065758,0,-0.00485731431253267,-0.00030170281329748,"rejected","age2_M2_T4"
0.005,0.05,0.02,FALSE,-0.0031058870177557,0,-0.0048925694175865,-0.000360437485111887,"rejected","age2_M2_T4"
0.01,0.05,0.02,FALSE,-0.00317394927614883,0,-0.00496674312434305,-0.000437739880461935,"rejected","age2_M2_T4"
0.02,0.05,0.02,FALSE,-0.00331432768408465,0,-0.00477752589052529,-0.000570708196156696,"rejected","age2_M2_T4"
0.05,0.05,0.02,FALSE,-0.0116649328916487,0,-0.0140871556440214,-0.00967762523252601,"rejected","age2_M2_T4"
0,0,0.05,FALSE,-0.0211326606832153,0,-0.0255703822249062,-0.0165001682647891,"rejected","age2_M2_T4"
0.0025,0,0.05,FALSE,-0.0211594117451637,0,-0.0256025427934691,-0.0165237365847557,"rejected","age2_M2_T4"
0.005,0,0.05,FALSE,-0.021186433019859,0,-0.0256350282162599,-0.016547806054727,"rejected","age2_M2_T4"
0.01,0,0.05,FALSE,-0.021241302751128,0,-0.0257009908295268,-0.0165966818151791,"rejected","age2_M2_T4"
0.02,0,0.05,FALSE,-0.0213544715718703,0,-0.025836960942405,-0.0166974880711114,"rejected","age2_M2_T4"
0.05,0,0.05,FALSE,-0.0217241563862952,0,-0.0264029342996717,-0.0169164304042675,"rejected","age2_M2_T4"
0,0.0025,0.05,FALSE,-0.0211761701107396,0,-0.0256195292762682,-0.0165348251122846,"rejected","age2_M2_T4"
0.0025,0.0025,0.05,FALSE,-0.0212029564104958,0,-0.0256517300659176,-0.0165584127352881,"rejected","age2_M2_T4"
0.005,0.0025,0.05,FALSE,-0.0212300132789365,0,-0.02568424628626,-0.0165823858173658,"rejected","age2_M2_T4"
0.01,0.0025,0.05,FALSE,-0.0212849552873008,0,-0.0257502534512013,-0.0166313022146439,"rejected","age2_M2_T4"
0.02,0.0025,0.05,FALSE,-0.0213982731795522,0,-0.0258956762665091,-0.0167316963479504,"rejected","age2_M2_T4"
0.05,0.0025,0.05,FALSE,-0.0217684449609065,0,-0.0264555361604677,-0.016947230877584,"rejected","age2_M2_T4"
0,0.005,0.05,FALSE,-0.0212201190274307,0,-0.0256691549650757,-0.0165698320289467,"rejected","age2_M2_T4"
0.0025,0.005,0.05,FALSE,-0.0212469409209324,0,-0.0257013764564924,-0.0165934395299347,"rejected","age2_M2_T4"
0.005,0.005,0.05,FALSE,-0.0212740337426513,0,-0.0257339234175193,-0.0166173148705363,"rejected","age2_M2_T4"
0.01,0.005,0.05,FALSE,-0.0213290487581825,0,-0.0258000136751148,-0.0166662723151134,"rejected","age2_M2_T4"
0.02,0.005,0.05,FALSE,-0.0214425172277157,0,-0.0259575280270511,-0.0167602433388247,"rejected","age2_M2_T4"
0.05,0.005,0.05,FALSE,-0.0218131808948573,0,-0.0265086693531908,-0.0169798722803965,"rejected","age2_M2_T4"
0,0.01,0.05,FALSE,-0.0213093622358137,0,-0.0257698646017205,-0.0166409175025769,"rejected","age2_M2_T4"
0.0025,0.01,0.05,FALSE,-0.0213362564064107,0,-0.0258047483823436,-0.0166645653680436,"rejected","age2_M2_T4"
0.005,0.01,0.05,FALSE,-0.0213634222352965,0,-0.025843311372755,-0.0166884521008383,"rejected","age2_M2_T4"
0.01,0.01,0.05,FALSE,-0.0214185855000749,0,-0.0259216178532843,-0.0167372830293321,"rejected","age2_M2_T4"
0.02,0.01,0.05,FALSE,-0.0215323597336804,0,-0.026083124969376,-0.016818211208049,"rejected","age2_M2_T4"
0.05,0.01,0.05,FALSE,-0.0219040222301248,0,-0.026616562264945,-0.0170461543126383,"rejected","age2_M2_T4"
0,0.02,0.05,FALSE,-0.0214934263531036,0,-0.0260226787140261,-0.0167875312919391,"rejected","age2_M2_T4"
0.0025,0.02,0.05,FALSE,-0.0215204695952096,0,-0.0260612101651492,-0.0168112624091432,"rejected","age2_M2_T4"
