"alpha","eta","delta","compatible","minimum_canonical_coordinate","bootstrap_compatibility_fraction","minimum_coordinate_ci_lower","minimum_coordinate_ci_upper","compatibility_inference","design_id"
0.005,0.02,0.05,FALSE,-0.0215477860013773,0,-0.0261001308228492,-0.0168352332346019,"rejected","age2_M2_T4"
0.01,0.02,0.05,FALSE,-0.021603255030228,0,-0.0261791635869544,-0.016872868596174,"rejected","age2_M2_T4"
0.02,0.02,0.05,FALSE,-0.0217176599022325,0,-0.0263421686629213,-0.0169377699383241,"rejected","age2_M2_T4"
0.05,0.02,0.05,FALSE,-0.0220913824841139,0,-0.0268746519110798,-0.017182861004137,"rejected","age2_M2_T4"
0,0.05,0.05,FALSE,-0.0220947024695842,0,-0.0268592971751796,-0.0172203476357693,"rejected","age2_M2_T4"
0.0025,0.05,0.05,FALSE,-0.0221222326786196,0,-0.026898985322314,-0.0172335810457224,"rejected","age2_M2_T4"
0.005,0.05,0.05,FALSE,-0.0221500409705745,0,-0.0269390743598235,-0.0172469481264831,"rejected","age2_M2_T4"
0.01,0.05,0.05,FALSE,-0.022206508828728,0,-0.0270204796502765,-0.0172740914843544,"rejected","age2_M2_T4"
0.02,0.05,0.05,FALSE,-0.0223229737861695,0,-0.0271883780618357,-0.0173300746599639,"rejected","age2_M2_T4"
0.05,0.05,0.05,FALSE,-0.0227034259804784,0,-0.0277368462062625,-0.0176294361963662,"rejected","age2_M2_T4"
0,0,0,TRUE,0.00126948273609056,1,0.000603252865585406,0.00253896547218112,"certified_compatible","C4_M2_T2"
0.0025,0,0,TRUE,0.00112683342958337,0.902,0.000571867347475581,0.0023692354286499,"certified_compatible","C4_M2_T2"
0.005,0,0,TRUE,0.000829989975277005,0.859,0.000176498900342782,0.00201851687644224,"certified_compatible","C4_M2_T2"
0.01,0,0,TRUE,0.000172467814172007,0.41,-0.000576564160913087,0.0014250121502499,"indeterminate","C4_M2_T2"
0.02,0,0,FALSE,-0.00188404031710714,0,-0.00288477238991083,0.000541561060800145,"indeterminate","C4_M2_T2"
0.05,0,0,FALSE,-0.0140452990630578,0,-0.0158584532671084,-0.011411520512842,"rejected","C4_M2_T2"
0,0.0025,0,TRUE,0.0012607501071762,0.971,0.000587654116904419,0.00252716398621466,"certified_compatible","C4_M2_T2"
0.0025,0.0025,0,TRUE,0.00111962960343081,0.9,0.000557649519954234,0.00239361138092914,"certified_compatible","C4_M2_T2"
0.005,0.0025,0,TRUE,0.000826776859880269,0.85,0.00017719517055011,0.0020205397288975,"certified_compatible","C4_M2_T2"
0.01,0.0025,0,TRUE,0.000168416845761811,0.408,-0.000580163099303809,0.00142638999615255,"indeterminate","C4_M2_T2"
0.02,0.0025,0,FALSE,-0.00190018730975398,0,-0.00290402234587892,0.000530065763697723,"indeterminate","C4_M2_T2"
0.05,0.0025,0,FALSE,-0.0140558563922768,0,-0.0158281712635057,-0.0114126541957388,"rejected","C4_M2_T2"
0,0.005,0,TRUE,0.00125192926988896,0.97,0.000571897805105444,0.00251544110048614,"certified_compatible","C4_M2_T2"
0.0025,0.005,0,TRUE,0.00111235301135752,0.894,0.000559077594679725,0.00238956300405582,"certified_compatible","C4_M2_T2"
0.005,0.005,0,TRUE,0.000823531288772455,0.843,0.000191341046033267,0.00202318454106378,"certified_compatible","C4_M2_T2"
0.01,0.005,0,TRUE,0.000164324958478785,0.405,-0.000585089575417252,0.00142667732599777,"indeterminate","C4_M2_T2"
0.02,0.005,0,FALSE,-0.00191649740333664,0,-0.00293525154845591,0.000518454352483154,"indeterminate","C4_M2_T2"
0.05,0.005,0,FALSE,-0.0140665203611849,0,-0.0158305592837271,-0.0113940521427279,"rejected","C4_M2_T2"
0,0.01,0,TRUE,0.00123401756968324,0.95,0.00054118375202275,0.0025016444867238,"certified_compatible","C4_M2_T2"
0.0025,0.01,0,TRUE,0.00109757707439237,0.893,0.000565907081207201,0.00239501850877488,"certified_compatible","C4_M2_T2"
0.005,0.01,0,TRUE,0.000816940792339241,0.832,0.000191585785760489,0.00205279609187866,"certified_compatible","C4_M2_T2"
0.01,0.01,0,TRUE,0.000156015922057131,0.404,-0.000590538691060908,0.00143123865654077,"indeterminate","C4_M2_T2"
0.02,0.01,0,FALSE,-0.00194961687908102,0,-0.00299866594960714,0.000494608233200596,"indeterminate","C4_M2_T2"
0.05,0.01,0,FALSE,-0.0140881747470289,0,-0.0158704354374405,-0.0113572495706202,"rejected","C4_M2_T2"
0,0.02,0,TRUE,0.00119707468800895,0.922,0.00051610941605672,0.00248910492782008,"certified_compatible","C4_M2_T2"
0.0025,0.02,0,TRUE,0.00106710170440175,0.889,0.000507452438977769,0.002415798664141,"certified_compatible","C4_M2_T2"
0.005,0.02,0,TRUE,0.000803347893445737,0.784,0.000186500447150075,0.00210293648943799,"certified_compatible","C4_M2_T2"
0.01,0.02,0,TRUE,0.000138878534437469,0.387,-0.000602593692365352,0.00144070745241168,"indeterminate","C4_M2_T2"
0.02,0.02,0,FALSE,-0.0020179257978038,0,-0.00310237172335697,0.000445125963339657,"indeterminate","C4_M2_T2"
0.05,0.02,0,FALSE,-0.014132836917832,0,-0.0158789845984851,-0.0113526198358071,"rejected","C4_M2_T2"
0,0.05,0,TRUE,0.00107639460787293,0.571,0.000644238255775689,0.00613499389947369,"certified_compatible","C4_M2_T2"
0.0025,0.05,0,TRUE,0.000967548829099039,0.487,0.000598954661231798,0.00617757090983458,"certified_compatible","C4_M2_T2"
0.005,0.05,0,TRUE,0.000758944423726955,0.392,0.000419953661272828,0.00603111616196725,"certified_compatible","C4_M2_T2"
0.01,0.05,0,TRUE,8.28964015465744e-05,0.177,-0.000473556249850854,0.00528856313695553,"indeterminate","C4_M2_T2"
0.02,0.05,0,FALSE,-0.00224106826563156,0,-0.00333439057631552,0.00175350653170626,"indeterminate","C4_M2_T2"
0.05,0.05,0,FALSE,-0.0142787333424556,0,-0.0158543020243626,-0.011242021283934,"rejected","C4_M2_T2"
0,0,0.0025,TRUE,0.00122777603218833,0.968,0.000530607624694581,0.00246586164694969,"certified_compatible","C4_M2_T2"
0.0025,0,0.0025,TRUE,0.00108607390309714,0.902,0.000512788075298011,0.00233829150153708,"certified_compatible","C4_M2_T2"
0.005,0,0.0025,TRUE,0.000822920089367109,0.834,0.000192633663153451,0.00201493941436583,"certified_compatible","C4_M2_T2"
0.01,0,0.0025,TRUE,0.000168281064979279,0.405,-0.000573953949695852,0.00142569474690626,"indeterminate","C4_M2_T2"
0.02,0,0.0025,FALSE,-0.00188580003739358,0,-0.00288770203337325,0.000546394155171683,"indeterminate","C4_M2_T2"
0.05,0,0.0025,FALSE,-0.0140664839169762,0,-0.0158890854228581,-0.0114240721966778,"rejected","C4_M2_T2"
0,0.0025,0.0025,TRUE,0.00121895864982986,0.944,0.000521323539996185,0.00245554300782036,"certified_compatible","C4_M2_T2"
0.0025,0.0025,0.0025,TRUE,0.00107878651491904,0.897,0.000498427047304405,0.00235291075011054,"certified_compatible","C4_M2_T2"
0.005,0.0025,0.0025,TRUE,0.000819745854958698,0.821,0.000193240293007434,0.00201797823013881,"certified_compatible","C4_M2_T2"
0.01,0.0025,0.0025,TRUE,0.000164264787889923,0.402,-0.000578097898945865,0.00142713607886668,"indeterminate","C4_M2_T2"
0.02,0.0025,0.0025,FALSE,-0.00190197308017206,0,-0.00290728090112614,0.000534876039348646,"indeterminate","C4_M2_T2"
0.05,0.0025,0.0025,FALSE,-0.0140770390684422,0,-0.0158660528684885,-0.0114338984578442,"rejected","C4_M2_T2"
0,0.005,0.0025,TRUE,0.00121005220300313,0.936,0.000503732015304615,0.00244794595908012,"certified_compatible","C4_M2_T2"
0.0025,0.005,0.0025,TRUE,0.00107142551675933,0.894,0.000498414961572175,0.0023502569689905,"certified_compatible","C4_M2_T2"
0.005,0.005,0.0025,TRUE,0.000816539557576466,0.809,0.000194227683613224,0.00202421510315081,"certified_compatible","C4_M2_T2"
0.01,0.005,0.0025,TRUE,0.000160207942345119,0.4,-0.000582505818387181,0.00142859196973579,"indeterminate","C4_M2_T2"
0.02,0.005,0.0025,FALSE,-0.00191830948701901,0,-0.00293856706992532,0.000523241578921334,"indeterminate","C4_M2_T2"
0.05,0.005,0.0025,FALSE,-0.0140877008375997,0,-0.0158555136210791,-0.0114227148810609,"rejected","C4_M2_T2"
0,0.01,0.0025,TRUE,0.00119196666301824,0.927,0.000483182485772042,0.00245612359453075,"certified_compatible","C4_M2_T2"
0.0025,0.01,0.0025,TRUE,0.00105647818376157,0.892,0.000493210650513533,0.00235388490452207,"certified_compatible","C4_M2_T2"
0.005,0.01,0.0025,TRUE,0.00081002881085132,0.793,0.00020277860364478,0.00204910636075109,"certified_compatible","C4_M2_T2"
0.01,0.01,0.0025,TRUE,0.00015197006210618,0.395,-0.000585177376365541,0.00143189290020333,"indeterminate","C4_M2_T2"
0.02,0.01,0.0025,FALSE,-0.00195148239480007,0,-0.00300209714738487,0.000499368738395845,"indeterminate","C4_M2_T2"
0.05,0.01,0.0025,FALSE,-0.0141093507566032,0,-0.0158958271353328,-0.0113821938276862,"rejected","C4_M2_T2"
0,0.02,0.0025,TRUE,0.0011546652367994,0.915,0.000458341835643172,0.00245114044572002,"certified_compatible","C4_M2_T2"
0.0025,0.02,0.0025,TRUE,0.00102564930945369,0.886,0.000433970241444884,0.0023784370992555,"certified_compatible","C4_M2_T2"
0.005,0.02,0.0025,TRUE,0.000796600395730708,0.751,0.000203662033184601,0.00209865185996487,"certified_compatible","C4_M2_T2"
0.01,0.02,0.0025,TRUE,0.000134979434113369,0.377,-0.000596619903532843,0.00144234321061973,"indeterminate","C4_M2_T2"
0.02,0.02,0.0025,FALSE,-0.00201990151709849,0,-0.00309930961045261,0.000447971537940591,"indeterminate","C4_M2_T2"
0.05,0.02,0.0025,FALSE,-0.0141540037145481,0,-0.0159177747381112,-0.0113694006434552,"rejected","C4_M2_T2"
0,0.05,0.0025,TRUE,0.00103281391115118,0.562,0.000572271299532385,0.00606068686492377,"certified_compatible","C4_M2_T2"
0.0025,0.05,0.0025,TRUE,0.000924941653381262,0.47,0.000535930671185468,0.0061055488232972,"certified_compatible","C4_M2_T2"
0.005,0.05,0.0025,TRUE,0.00075273423967004,0.384,0.000419288605697406,0.00602948720822334,"certified_compatible","C4_M2_T2"
0.01,0.05,0.0025,TRUE,7.94767160035207e-05,0.175,-0.000470063161072687,0.00529368464182388,"indeterminate","C4_M2_T2"
0.02,0.05,0.0025,FALSE,-0.00224340398327335,0,-0.00332932437297988,0.00176493850606138,"indeterminate","C4_M2_T2"
0.05,0.05,0.0025,FALSE,-0.0142998700438345,0,-0.0158808854750909,-0.0112728204723777,"rejected","C4_M2_T2"
0,0,0.005,TRUE,0.0011856480484487,0.938,0.000466031721030933,0.00241786179779994,"certified_compatible","C4_M2_T2"
0.0025,0,0.005,TRUE,0.00104490266422216,0.899,0.000453341973794487,0.00230972460031961,"certified_compatible","C4_M2_T2"
0.005,0,0.005,TRUE,0.000815778790468223,0.791,0.000206308969099214,0.00202807638058521,"certified_compatible","C4_M2_T2"
0.01,0,0.005,TRUE,0.000164052025390664,0.395,-0.000576605538720139,0.00142638423847835,"indeterminate","C4_M2_T2"
0.02,0,0.005,FALSE,-0.0018875775326324,0,-0.00289066126919387,0.000551276068678287,"indeterminate","C4_M2_T2"
0.05,0,0.005,FALSE,-0.014087882759318,0,-0.0159150668314357,-0.0114320008462012,"rejected","C4_M2_T2"
0,0.0025,0.005,TRUE,0.00117674505655074,0.933,0.000448373831059382,0.00241394822547306,"certified_compatible","C4_M2_T2"
0.0025,0.0025,0.005,TRUE,0.00103753086995765,0.894,0.000438837454291363,0.00230624024198212,"certified_compatible","C4_M2_T2"
0.005,0.0025,0.005,TRUE,0.000812643829785395,0.784,0.000202672784409695,0.00203019268239053,"certified_compatible","C4_M2_T2"
0.01,0.0025,0.005,TRUE,0.00016007079003953,0.392,-0.000580732552399051,0.00142788969776984,"indeterminate","C4_M2_T2"
0.02,0.0025,0.005,FALSE,-0.00190377688867517,0,-0.00291057237107284,0.000539734903642507,"indeterminate","C4_M2_T2"
0.05,0.0025,0.005,FALSE,-0.0140984357110334,0,-0.0159043171159458,-0.0114441460452787,"rejected","C4_M2_T2"
0,0.005,0.005,TRUE,0.00116775213544169,0.923,0.000430537578562866,0.00241093008677,"certified_compatible","C4_M2_T2"
0.0025,0.005,0.005,TRUE,0.0010300846131248,0.894,0.00043843994992404,0.00231453359007676,"certified_compatible","C4_M2_T2"
0.005,0.005,0.005,TRUE,0.000809477202833043,0.78,0.000208155662542894,0.00203462959201696,"certified_compatible","C4_M2_T2"
0.01,0.005,0.005,TRUE,0.0001560493401899,0.39,-0.000585090971937008,0.00142941036372084,"indeterminate","C4_M2_T2"
0.02,0.005,0.005,FALSE,-0.00192013987457696,0,-0.00294191608151058,0.000528077161182123,"indeterminate","C4_M2_T2"
0.05,0.005,0.005,FALSE,-0.0141090952582207,0,-0.0158807200224447,-0.0114491422264939,"rejected","C4_M2_T2"
0,0.01,0.005,TRUE,0.00114949099972026,0.919,0.000430959394493951,0.00241509475549898,"certified_compatible","C4_M2_T2"
0.0025,0.01,0.005,TRUE,0.00101496415282137,0.891,0.00041977991243912,0.00231299012025153,"certified_compatible","C4_M2_T2"
0.005,0.01,0.005,TRUE,0.000803047011368572,0.76,0.00020374866565238,0.00205350671665096,"certified_compatible","C4_M2_T2"
0.01,0.01,0.005,TRUE,0.000147883334882997,0.383,-0.000580216135564097,0.00143543139453955,"indeterminate","C4_M2_T2"
0.02,0.01,0.005,FALSE,-0.00195336675411224,0,-0.00300556300372601,0.000504177329502158,"indeterminate","C4_M2_T2"
0.05,0.01,0.005,FALSE,-0.0141307406652642,0,-0.0159212411960424,-0.0113968802845953,"rejected","C4_M2_T2"
0,0.02,0.005,TRUE,0.0011118274072948,0.915,0.000395438120023912,0.00241513747734386,"certified_compatible","C4_M2_T2"
0.0025,0.02,0.005,TRUE,0.000983778203445546,0.872,0.000361575015109577,0.00233352203576811,"certified_compatible","C4_M2_T2"
0.005,0.02,0.005,TRUE,0.000789784741473103,0.731,0.000215967207312694,0.00210274146490244,"certified_compatible","C4_M2_T2"
0.01,0.02,0.005,TRUE,0.000131040948937511,0.362,-0.000593473647426502,0.00143962603190771,"indeterminate","C4_M2_T2"
0.02,0.02,0.005,FALSE,-0.00202189719315373,0,-0.00310169476470082,0.000450845855719312,"indeterminate","C4_M2_T2"
0.05,0.02,0.005,FALSE,-0.0141753843172916,0,-0.0159440155439024,-0.0113864877677059,"rejected","C4_M2_T2"
0,0.05,0.005,TRUE,0.000988793005371638,0.543,0.000512164478374752,0.00598562925426728,"certified_compatible","C4_M2_T2"
0.0025,0.05,0.005,TRUE,0.000881904102151184,0.46,0.000482919632196508,0.00603279924093622,"certified_compatible","C4_M2_T2"
0.005,0.05,0.005,TRUE,0.000746461326481236,0.376,0.000410672950214507,0.00602784180040121,"certified_compatible","C4_M2_T2"
0.01,0.05,0.005,TRUE,7.60224881822544e-05,0.168,-0.000466651547992235,0.00529885787906463,"indeterminate","C4_M2_T2"
0.02,0.05,0.005,FALSE,-0.00224576329402263,0,-0.00332402772048984,0.00177648595490494,"indeterminate","C4_M2_T2"
0.05,0.05,0.005,FALSE,-0.0143212202472476,0,-0.0159075626003842,-0.0112989670918236,"rejected","C4_M2_T2"
0,0,0.01,TRUE,0.00110010244881415,0.927,0.000352543118952213,0.00234317803907624,"certified_compatible","C4_M2_T2"
0.0025,0,0.01,TRUE,0.000961299842425012,0.874,0.000314495077081173,0.00223750756555679,"certified_compatible","C4_M2_T2"
0.005,0,0.01,TRUE,0.00080127758147967,0.741,0.000230587380891166,0.00207815561209022,"certified_compatible","C4_M2_T2"
0.01,0,0.01,TRUE,0.000155464485817866,0.375,-0.000571681142057073,0.00142738085212967,"indeterminate","C4_M2_T2"
0.02,0,0.01,FALSE,-0.00189118693622959,0,-0.00289653528222034,0.00056118934202333,"indeterminate","C4_M2_T2"
0.05,0,0.01,FALSE,-0.0141313355106038,0,-0.0159785601404292,-0.0114627911263986,"rejected","C4_M2_T2"
0,0.0025,0.01,TRUE,0.00109102561713701,0.92,0.000335514175090519,0.00234578189457124,"certified_compatible","C4_M2_T2"
0.0025,0.0025,0.01,TRUE,0.000953756652127884,0.866,0.000302006633644444,0.00223525783414195,"certified_compatible","C4_M2_T2"
0.005,0.0025,0.01,TRUE,0.00079822237050491,0.739,0.00022950162236764,0.00208050235382593,"certified_compatible","C4_M2_T2"
0.01,0.0025,0.01,TRUE,0.000151554406649448,0.371,-0.000575997827946259,0.00142908119374375,"indeterminate","C4_M2_T2"
0.02,0.0025,0.01,FALSE,-0.00190743972430904,0,-0.0029172560702503,0.000549601372973918,"indeterminate","C4_M2_T2"
0.05,0.0025,0.01,FALSE,-0.0141418839954788,0,-0.0159780721038513,-0.0114551734117705,"rejected","C4_M2_T2"
0,0.005,0.01,TRUE,0.00108185710029142,0.919,0.000318313221694869,0.00233831013127521,"certified_compatible","C4_M2_T2"
0.0025,0.005,0.01,TRUE,0.000946137267989371,0.859,0.000300198647509629,0.00224321103488639,"certified_compatible","C4_M2_T2"
0.005,0.005,0.01,TRUE,0.000795136298813233,0.732,0.00023276780483531,0.00208839687647373,"certified_compatible","C4_M2_T2"
0.01,0.005,0.01,TRUE,0.000147604831731853,0.369,-0.000576397688721829,0.00143079871052564,"indeterminate","C4_M2_T2"
0.02,0.005,0.01,FALSE,-0.00192385668196505,0,-0.00294871662544393,0.00053789635373209,"indeterminate","C4_M2_T2"
0.05,0.005,0.01,FALSE,-0.0141525390307061,0,-0.0159510874749643,-0.0114675265419921,"rejected","C4_M2_T2"
0,0.01,0.01,TRUE,0.00106323939771722,0.917,0.00029341706203707,0.00234426026965497,"certified_compatible","C4_M2_T2"
0.0025,0.01,0.01,TRUE,0.000930665253259126,0.841,0.000270646616830556,0.0022347687501994,"certified_compatible","C4_M2_T2"
0.005,0.01,0.01,TRUE,0.000788869683847482,0.724,0.000235750537795674,0.0021077009179294,"certified_compatible","C4_M2_T2"
0.01,0.01,0.01,TRUE,0.000139584776542044,0.364,-0.000588198447210914,0.00143428632113377,"indeterminate","C4_M2_T2"
0.02,0.01,0.01,FALSE,-0.00195719315720532,0,-0.00301260081405139,0.000513941713483345,"indeterminate","C4_M2_T2"
0.05,0.01,0.01,FALSE,-0.0141741752757085,0,-0.0159724667489964,-0.0114269036468593,"rejected","C4_M2_T2"
0,0.02,0.01,TRUE,0.00102484038615792,0.909,0.000251790738647794,0.00234103468696239,"certified_compatible","C4_M2_T2"
0.0025,0.02,0.01,TRUE,0.000898754222877994,0.808,0.000211867617225165,0.00222722906877458,"certified_compatible","C4_M2_T2"
0.005,0.02,0.01,TRUE,0.000771394461989185,0.7,0.000249200591500522,0.0021332347385352,"certified_compatible","C4_M2_T2"
0.01,0.02,0.01,TRUE,0.000123043412713063,0.346,-0.00056475172026624,0.00144262378795182,"indeterminate","C4_M2_T2"
0.02,0.02,0.01,FALSE,-0.00202594963738836,0,-0.00310260195754418,0.000456682480596509,"indeterminate","C4_M2_T2"
0.05,0.02,0.01,FALSE,-0.0142188000310259,0,-0.0159852516743844,-0.0114411227125854,"rejected","C4_M2_T2"
0,0.05,0.01,TRUE,0.0008994036150642,0.511,0.00038832414234543,0.00583321635099543,"certified_compatible","C4_M2_T2"
0.0025,0.05,0.01,TRUE,0.000794511523632965,0.438,0.000356377940074288,0.00588507304818278,"certified_compatible","C4_M2_T2"
0.005,0.05,0.01,TRUE,0.000688559916126667,0.36,0.000316110576527333,0.00593745355039223,"certified_compatible","C4_M2_T2"
0.01,0.05,0.01,TRUE,6.90082908717238e-05,0.158,-0.000441722247036734,0.00530936271795147,"indeterminate","C4_M2_T2"
0.02,0.05,0.01,FALSE,-0.00225055413931963,0,-0.00331966141901867,0.001799934345924,"indeterminate","C4_M2_T2"
0.05,0.05,0.01,FALSE,-0.0143645742317292,0,-0.0159617334976635,-0.011357778148822,"rejected","C4_M2_T2"
0,0,0.02,TRUE,0.000923664649567879,0.869,0.000128089392170513,0.00219173812804753,"certified_compatible","C4_M2_T2"
0.0025,0,0.02,TRUE,0.000788869022468389,0.776,3.46186860507283e-05,0.00206160210571879,"certified_compatible","C4_M2_T2"
0.005,0,0.02,TRUE,0.000652711823377995,0.701,-2.91810943287112e-05,0.00197661409889448,"indeterminate","C4_M2_T2"
0.01,0,0.02,TRUE,0.00013775268544897,0.329,-0.000507756139888547,0.00143223120088187,"indeterminate","C4_M2_T2"
0.02,0,0.02,FALSE,-0.00189863133114881,0,-0.00289503630058491,0.000591220243170705,"indeterminate","C4_M2_T2"
0.05,0,0.02,FALSE,-0.0142209568101309,0,-0.0161356348254568,-0.0115151163152497,"rejected","C4_M2_T2"
0,0.0025,0.02,TRUE,0.000914229273346196,0.856,0.000128199336111573,0.00218980921452087,"certified_compatible","C4_M2_T2"
0.0025,0.0025,0.02,TRUE,0.000780972327854001,0.772,2.76873542098535e-05,0.00205914896012507,"certified_compatible","C4_M2_T2"
0.005,0.0025,0.02,TRUE,0.000646369352609359,0.697,-1.55404367553039e-05,0.00197145963141305,"indeterminate","C4_M2_T2"
0.01,0.0025,0.02,TRUE,0.000133989365907402,0.326,-0.000511068893380766,0.00143132956684403,"indeterminate","C4_M2_T2"
0.02,0.0025,0.02,FALSE,-0.0019149943228039,0,-0.00291644396494572,0.000569950965969956,"indeterminate","C4_M2_T2"
0.05,0.0025,0.02,FALSE,-0.0142314960821476,0,-0.0161227713045377,-0.0115249339853478,"rejected","C4_M2_T2"
0,0.005,0.02,TRUE,0.000904698590293991,0.846,0.00011438364115904,0.00218824460888172,"certified_compatible","C4_M2_T2"
0.0025,0.005,0.02,TRUE,0.000772995868647548,0.771,1.90488556013136e-05,0.00205766371337149,"certified_compatible","C4_M2_T2"
0.005,0.005,0.02,TRUE,0.000639962816479424,0.689,8.47096473181484e-06,0.00196692587297991,"certified_compatible","C4_M2_T2"
0.01,0.005,0.02,TRUE,0.000130188033037132,0.322,-0.000517115580752706,0.00143323186557169,"indeterminate","C4_M2_T2"
0.02,0.005,0.02,FALSE,-0.00193152259720299,0,-0.00294656828382048,0.000558148438366397,"indeterminate","C4_M2_T2"
0.05,0.005,0.02,FALSE,-0.0142421418114574,0,-0.016098424692397,-0.0115115444754828,"rejected","C4_M2_T2"
0,0.01,0.02,TRUE,0.000885345468585941,0.831,8.32482238451572e-05,0.00218511865198633,"certified_compatible","C4_M2_T2"
0.0025,0.01,0.02,TRUE,0.000756798772911996,0.766,6.56248135107824e-06,0.00206582393119138,"certified_compatible","C4_M2_T2"
0.005,0.01,0.02,TRUE,0.000626953625766596,0.676,-9.47529289505706e-06,0.00197080601268725,"indeterminate","C4_M2_T2"
0.01,0.01,0.02,TRUE,0.000122468999963828,0.313,-0.000506921424931232,0.00143373340774737,"indeterminate","C4_M2_T2"
0.02,0.01,0.02,FALSE,-0.00196508511358479,0,-0.00300773909459676,0.000534080755444539,"indeterminate","C4_M2_T2"
0.05,0.01,0.02,FALSE,-0.0142637591597498,0,-0.0160781194519641,-0.0115150245756128,"rejected","C4_M2_T2"
0,0.02,0.02,TRUE,0.00084542965506309,0.806,2.68757913563411e-05,0.00218980196697086,"certified_compatible","C4_M2_T2"
0.0025,0.02,0.02,TRUE,0.00072339226295742,0.755,-4.20405868356663e-05,0.00207460266577991,"indeterminate","C4_M2_T2"
0.005,0.02,0.02,TRUE,0.000600122169921389,0.642,-3.08997113906933e-05,0.0019806996860956,"indeterminate","C4_M2_T2"
0.01,0.02,0.02,TRUE,0.000106548494250139,0.302,-0.000518046440904188,0.00147134816579133,"indeterminate","C4_M2_T2"
0.02,0.02,0.02,FALSE,-0.00203430780362227,0,-0.00311531222504775,0.000469389397699627,"indeterminate","C4_M2_T2"
0.05,0.02,0.02,FALSE,-0.0143083449406028,0,-0.0161218589831304,-0.0115097821341706,"rejected","C4_M2_T2"
0,0.05,0.02,TRUE,0.000715037997555109,0.475,4.03521574912035e-05,0.00551886473799725,"certified_compatible","C4_M2_T2"
0.0025,0.05,0.02,TRUE,0.000614264330439138,0.412,0.000108736359244042,0.00558038777562883,"certified_compatible","C4_M2_T2"
0.005,0.05,0.02,TRUE,0.000512472747493713,0.325,5.35546449757504e-05,0.00564253225808497,"certified_compatible","C4_M2_T2"
0.01,0.05,0.02,TRUE,5.45415089187545e-05,0.144,-0.000430526248344105,0.00533102894815556,"indeterminate","C4_M2_T2"
0.02,0.05,0.02,FALSE,-0.00226043525774471,0,-0.00331776847308941,0.00184829665240083,"indeterminate","C4_M2_T2"
0.05,0.05,0.02,FALSE,-0.0144539918247226,0,-0.0160936044812274,-0.0114305965181264,"rejected","C4_M2_T2"
0,0,0.05,TRUE,0.000347301172030075,0.649,-0.000649048795159174,0.00170403744099523,"indeterminate","C4_M2_T2"
0.0025,0,0.05,TRUE,0.000225595010610087,0.56,-0.000727831981309477,0.00158860720882591,"indeterminate","C4_M2_T2"
0.005,0,0.05,TRUE,0.000102659494024241,0.43,-0.000799166980305296,0.00147681294140696,"indeterminate","C4_M2_T2"
0.01,0,0.05,FALSE,-0.000146974871287835,0.164,-0.00085515163530499,0.0012865970827069,"indeterminate","C4_M2_T2"
0.02,0,0.05,FALSE,-0.00192294968788493,0,-0.00279236221591605,0.000690950944128409,"indeterminate","C4_M2_T2"
0.05,0,0.05,FALSE,-0.0145137197219193,0,-0.0166657014411631,-0.0116877759859293,"rejected","C4_M2_T2"
0,0.0025,0.05,TRUE,0.000336694550296196,0.639,-0.000664516390674961,0.00169484179126496,"indeterminate","C4_M2_T2"
0.0025,0.0025,0.05,TRUE,0.000216543535225981,0.555,-0.000727813445537124,0.00158330107149128,"indeterminate","C4_M2_T2"
0.005,0.0025,0.05,TRUE,9.51788735388959e-05,0.426,-0.000803888227926611,0.00147379401713521,"indeterminate","C4_M2_T2"
0.01,0.0025,0.05,FALSE,-0.000151265694580798,0.16,-0.000861396391473232,0.00128292718857355,"indeterminate","C4_M2_T2"
0.02,0.0025,0.05,FALSE,-0.00193967267788712,0,-0.00281754126961088,0.000668871219024924,"indeterminate","C4_M2_T2"
0.05,0.0025,0.05,FALSE,-0.0145242288985989,0,-0.0166402602752953,-0.0116974679850928,"rejected","C4_M2_T2"
0,0.005,0.05,TRUE,0.000325980790969045,0.633,-0.000679331251972021,0.00168472489992863,"indeterminate","C4_M2_T2"
0.0025,0.005,0.05,TRUE,0.000207400630797592,0.549,-0.000743559013173677,0.00157753926591661,"indeterminate","C4_M2_T2"
0.005,0.005,0.05,TRUE,8.76226912304669e-05,0.42,-0.000810115786257131,0.0014695864629697,"indeterminate","C4_M2_T2"
0.01,0.005,0.05,FALSE,-0.000155599859523184,0.156,-0.000847370716826644,0.00128077800334177,"indeterminate","C4_M2_T2"
0.02,0.005,0.05,FALSE,-0.00195656458698023,0,-0.00284606191954785,0.000646568466395145,"indeterminate","C4_M2_T2"
0.05,0.005,0.05,FALSE,-0.0145348442285782,0,-0.0166200269438871,-0.0117072578832378,"rejected","C4_M2_T2"
0,0.01,0.05,TRUE,0.000304225300090443,0.615,-0.000717493773526463,0.00166695314775733,"indeterminate","C4_M2_T2"
0.0025,0.01,0.05,TRUE,0.000188834937111371,0.539,-0.000764567808974854,0.00156734938328026,"indeterminate","C4_M2_T2"
0.005,0.01,0.05,TRUE,7.22790149102894e-05,0.408,-0.000817887113993519,0.00145621839834174,"indeterminate","C4_M2_T2"
0.01,0.01,0.05,FALSE,-0.000164400867926602,0.154,-0.000859208298266409,0.00127840973212908,"indeterminate","C4_M2_T2"
0.02,0.01,0.05,FALSE,-0.00199086550442442,0,-0.00290495914935024,0.00062026026434665,"indeterminate","C4_M2_T2"
