"alpha","eta","delta","compatible","minimum_canonical_coordinate","negative_coordinate_count","observable_witness_bits","conditional_entropy_y_given_t_c_bits","sharp_lower_bits","sharp_upper_bits","lower_minus_witness_bits","design_id"
0.01,0.02,0,TRUE,0.000680222691058685,0,0.0349048889324322,0.441239985466228,0.038722892425017,0.360446849570317,0.00381800349258474,"C1_M2_T4"
0.02,0.02,0,FALSE,-0.000566568530435408,1,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0.05,0.02,0,FALSE,-0.00595067323579444,4,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0,0.05,0,TRUE,0.000408034777441646,0,0.0349048889324322,0.441239985466228,0.0463702693572897,0.441239985466228,0.0114653804248574,"C1_M2_T4"
0.0025,0.05,0,TRUE,0.000252781969438007,0,0.0349048889324322,0.441239985466228,0.0463702693572897,0.416028119573293,0.0114653804248574,"C1_M2_T4"
0.005,0.05,0,TRUE,9.59609512525121e-05,0,0.0349048889324322,0.441239985466228,0.0463702693572897,0.395825293132434,0.0114653804248574,"C1_M2_T4"
0.01,0.05,0,FALSE,-0.000222481728532318,1,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0.02,0.05,0,FALSE,-0.000909107384880031,2,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0.05,0.05,0,FALSE,-0.00702607883813994,4,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0,0,0.0025,TRUE,0.00125658645921243,0,0.0349048889324322,0.441239985466228,0.0349899320921143,0.441239985466228,8.504315968208e-05,"C1_M2_T4"
0.0025,0,0.0025,TRUE,0.0012287862885421,0,0.0349048889324322,0.441239985466228,0.0349899320921143,0.416028119573293,8.504315968208e-05,"C1_M2_T4"
0.005,0,0.0025,TRUE,0.00120070530806702,0,0.0349048889324322,0.441239985466228,0.0349899320921143,0.395825293132434,8.504315968208e-05,"C1_M2_T4"
0.01,0,0.0025,TRUE,0.000856159875293348,0,0.0349048889324322,0.441239985466228,0.0349899320921143,0.360446849570317,8.504315968208e-05,"C1_M2_T4"
0.02,0,0.0025,FALSE,-0.000374840250640807,1,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0.05,0,0.0025,FALSE,-0.00532777845103427,4,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0,0.0025,0.0025,TRUE,0.00125516928628965,0,0.0349048889324322,0.441239985466228,0.0354277804057518,0.441239985466228,0.000522891473319548,"C1_M2_T4"
0.0025,0.0025,0.0025,TRUE,0.00122764461566395,0,0.0349048889324322,0.441239985466228,0.0354277804057518,0.416028119573293,0.000522891473319548,"C1_M2_T4"
0.005,0.0025,0.0025,TRUE,0.00119984191806224,0,0.0349048889324322,0.441239985466228,0.0354277804057518,0.395825293132434,0.000522891473319548,"C1_M2_T4"
0.01,0.0025,0.0025,TRUE,0.00083344770638205,0,0.0349048889324322,0.441239985466228,0.0354277804057518,0.360446849570317,0.000522891473319548,"C1_M2_T4"
0.02,0.0025,0.0025,FALSE,-0.000399438731243818,1,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0.05,0.0025,0.0025,FALSE,-0.00540591503308809,4,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0,0.005,0.0025,TRUE,0.00125373779848887,0,0.0349048889324322,0.441239985466228,0.0358757151846869,0.441239985466228,0.000970826252254614,"C1_M2_T4"
0.0025,0.005,0.0025,TRUE,0.00122649141073653,0,0.0349048889324322,0.441239985466228,0.0358757151846869,0.416028119573293,0.000970826252254614,"C1_M2_T4"
0.005,0.005,0.0025,TRUE,0.00119896980694629,0,0.0349048889324322,0.441239985466228,0.0358757151846869,0.395825293132434,0.000970826252254614,"C1_M2_T4"
0.01,0.005,0.0025,TRUE,0.000810506121623162,0,0.0349048889324322,0.441239985466228,0.0358757151846869,0.360446849570317,0.000970826252254614,"C1_M2_T4"
0.02,0.005,0.0025,FALSE,-0.00042428568134787,1,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0.05,0.005,0.0025,FALSE,-0.00548484087354651,4,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0,0.01,0.0025,TRUE,0.00125083100183218,0,0.0349048889324322,0.441239985466228,0.0368035854777985,0.441239985466228,0.00189869654536626,"C1_M2_T4"
0.0025,0.01,0.0025,TRUE,0.00122414969869004,0,0.0349048889324322,0.441239985466228,0.0368035854777985,0.416028119573293,0.00189869654536626,"C1_M2_T4"
0.005,0.01,0.0025,TRUE,0.00119719888743534,0,0.0349048889324322,0.441239985466228,0.0368035854777985,0.395825293132434,0.00189869654536626,"C1_M2_T4"
0.01,0.01,0.0025,TRUE,0.000763920658694402,0,0.0349048889324322,0.441239985466228,0.0368035854777985,0.360446849570317,0.00189869654536626,"C1_M2_T4"
0.02,0.01,0.0025,FALSE,-0.000474740202477526,1,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
0.05,0.01,0.0025,FALSE,-0.00564510865162023,4,0.0349048889324322,0.441239985466228,NA,NA,NA,"C1_M2_T4"
